index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
928	928	928	crowd:upward_monotone:lexical_knowledge					Tom is wearing a hearing aid.	Tom is wearing a dress suit.						neutral
929	929	929	crowd:upward_monotone:lexical_knowledge					Tom is wearing a hearing aid.	Tom is wearing a uniform.						neutral
930	930	930	crowd:upward_monotone:conjunction					Tom can also speak some French.	Tom can also speak some French and Spanish.						neutral
931	931	931	crowd:upward_monotone:conjunction					Tom can also speak some French and Spanish.	Tom can also speak some French.						entailment
932	932	932	crowd:upward_monotone:conjunction					Sekkura is a qualified chef.	Sekkura is a qualified chef and baker.						neutral
933	933	933	crowd:upward_monotone:conjunction					Sekkura is a qualified chef and baker.	Sekkura is a qualified chef.						entailment
934	934	934	crowd:upward_monotone:lexical_knowledge					Sekkura is a qualified chef.	Sekkura is a qualified dough puncher.						neutral
935	935	935	crowd:upward_monotone					There is some milk in the fridge.	There is some chocolate milk in the fridge.						neutral
936	936	936	crowd:upward_monotone					There is some milk in the fridge.	There is some goat milk in the fridge.						neutral
937	937	937	crowd:upward_monotone					There is some goat milk in the fridge.	There is some milk in the fridge.						entailment
938	938	938	crowd:upward_monotone:lexical_knowledge					A dog chased a cat.	A dog chased a dog.						neutral
939	939	939	crowd:upward_monotone					He sang some old songs.	He sang some old country songs.						neutral
940	940	940	crowd:upward_monotone					He sang some old country songs.	He sang some old songs.						entailment
941	941	941	crowd:upward_monotone					He sang some old songs.	He sang some old songs that remind me of you.						neutral
942	942	942	crowd:upward_monotone					He sang some old songs that remind me of you.	He sang some old songs.						entailment
943	943	943	crowd:upward_monotone					My brother works in a bank.	My brother works in a very big bank.						neutral
944	944	944	crowd:upward_monotone					My brother works in a very big bank.	My brother works in a bank.						entailment
945	945	945	crowd:upward_monotone:lexical_knowledge					My brother works in a bank.	My brother works in a big company.						neutral
946	946	946	crowd:upward_monotone:lexical_knowledge					My brother works in a bank.	My brother works in a huge project.						neutral
947	947	947	crowd:upward_monotone:lexical_knowledge					My brother works in a bank.	My brother works in an armchair all day.						neutral
948	948	948	crowd:upward_monotone:lexical_knowledge					My brother works in a bank.	My brother works in an armchair serving people.						neutral
949	949	949	crowd:upward_monotone					Tom has a swiss bank account.	Tom has a swiss bank account with no money.						neutral
950	950	950	crowd:upward_monotone					Tom has a swiss bank account with no money.	Tom has a swiss bank account.						entailment
951	951	951	crowd:upward_monotone:lexical_knowledge					This hospital has a lot of new equipment.	This office has a lot of new desks.						neutral
952	952	952	crowd:upward_monotone					There's a hole in this sock.	There's a small hole in this sock.						neutral
953	953	953	crowd:upward_monotone					There's a small hole in this sock.	There's a hole in this sock.						entailment
954	954	954	crowd:upward_monotone:lexical_knowledge					He was sharpening a knife.	He was sharpening a cutter.						neutral
955	955	955	crowd:upward_monotone					Tom put a bunch of letters on Mary's desk.	Tom put a little bunch of letters on Mary's desk.						neutral
956	956	956	crowd:upward_monotone					Tom put a little bunch of letters on Mary's desk.	Tom put a bunch of letters on Mary's desk.						entailment
957	957	957	crowd:upward_monotone:lexical_knowledge					Lucy can not use chopsticks.	Many people can not use chopsticks.						neutral
958	958	958	crowd:upward_monotone:lexical_knowledge					Lucy can not use chopsticks.	Babies can not use chopsticks.						neutral
959	959	959	crowd:upward_monotone:lexical_knowledge					A doctor examined mr. brown.	A surgeon examined mr. brown.						neutral
960	960	960	crowd:upward_monotone					Tom left his wife a fortune.	Tom left his wife a fortune so she can travel.						neutral
961	961	961	crowd:upward_monotone					They eat a lot of rice.	They eat a lot of fried rice.						neutral
962	962	962	crowd:upward_monotone					They eat a lot of fried rice.	They eat a lot of rice.						entailment
963	963	963	crowd:upward_monotone					They eat a lot of rice.	They eat a lot of black rice.						neutral
964	964	964	crowd:upward_monotone					They eat a lot of black rice.	They eat a lot of rice.						entailment
965	965	965	crowd:upward_monotone					Vladivostok is a city in Russia.	Vladivostok is a city in Russia nearby golden horn bay.						neutral
966	966	966	crowd:upward_monotone					Vladivostok is a city in Russia nearby golden horn bay.	Vladivostok is a city in Russia.						entailment
967	967	967	crowd:upward_monotone					I had a tooth pulled.	I had a bad tooth pulled.						neutral
968	968	968	crowd:upward_monotone					I had a bad tooth pulled.	I had a tooth pulled.						entailment
969	969	969	crowd:upward_monotone					I had a tooth pulled.	I had a decayed tooth pulled.						neutral
970	970	970	crowd:upward_monotone					I had a decayed tooth pulled.	I had a tooth pulled.						entailment
971	971	971	crowd:upward_monotone:lexical_knowledge					He owns a private jet.	He owns a private home.						neutral
972	972	972	crowd:upward_monotone:lexical_knowledge					He owns a private jet.	He owns a private helicopter.						neutral
973	973	973	crowd:upward_monotone:lexical_knowledge					I had a cup of coffee at the coffee shop.	I had a pitcher of coffee at the coffee shop.						neutral
974	974	974	crowd:upward_monotone:lexical_knowledge					I had a cup of coffee at the coffee shop.	I had a grain of coffee at the coffee shop.						neutral
975	975	975	crowd:upward_monotone					Thursday, we will go to a swimming pool.	Thursday, we will go to a house with a swimming pool.						neutral
976	976	976	crowd:upward_monotone					Thursday, we will go to a house with a swimming pool.	Thursday, we will go to a swimming pool.						entailment
977	977	977	crowd:upward_monotone					A lot of insects are chirping in the field.	A lot of annoying insects are chirping in the field.						neutral
978	978	978	crowd:upward_monotone					A lot of annoying insects are chirping in the field.	A lot of insects are chirping in the field.						entailment
979	979	979	crowd:upward_monotone:lexical_knowledge					There are some bags in the room.	There are some backpacks in the room.						neutral
980	980	980	crowd:upward_monotone					There are some bags in the room.	There are some big bags in the room.						neutral
981	981	981	crowd:upward_monotone					There are some big bags in the room.	There are some bags in the room.						entailment
982	982	982	crowd:upward_monotone:lexical_knowledge					There are some bags in the room.	There are some containers in the room.						neutral
983	983	983	crowd:upward_monotone:conjunction					That guy is a bully.	That guy is a coward and a bully.						neutral
984	984	984	crowd:upward_monotone:conjunction					That guy is a coward and a bully.	That guy is a bully.						entailment
985	985	985	crowd:upward_monotone:reverse					He did nothing but cry.	He did nothing yesterday but cry.						neutral
986	986	986	crowd:upward_monotone:reverse					He did nothing yasterday but cry.	He did nothing but cry.						entailment
987	987	987	crowd:upward_monotone:lexical_knowledge					Today didn't go well.	Tomorrow didn't go well.						neutral
988	988	988	crowd:upward_monotone:lexical_knowledge					Today didn't go well.	Match day didn't go well.						neutral
989	989	989	crowd:upward_monotone:lexical_knowledge					Today didn't go well.	Math exam didn't go well.						neutral
990	990	990	crowd:upward_monotone:lexical_knowledge					Today didn't go well.	The meeting didn't go well.						neutral
991	991	991	crowd:upward_monotone:conjunction					All the passengers are in mortal danger.	All the passengers are in mortal danger and fear.						neutral
992	992	992	crowd:upward_monotone:conjunction					All the passengers are in mortal danger and fear.	All the passengers are in mortal danger.						entailment
993	993	993	crowd:upward_monotone					All the passengers are in mortal danger.	All the passengers are in mortal danger as long as they are in the plane.						neutral
994	994	994	crowd:upward_monotone					All the passengers are in mortal danger.	All animals are in danger of death.						neutral
995	995	995	crowd:upward_monotone					All the passengers are in mortal danger.	All the passengers are almost in danger of death.						neutral
996	996	996	crowd:upward_monotone					Some important papers are missing from the files.	Some important documents on criminal proceedings are missing from the files.						neutral
997	997	997	crowd:upward_monotone					Some important documents on criminal proceedings are missing from the files.	Some important papers are missing from the files.						entailment
998	998	998	crowd:upward_monotone:lexical_knowledge					Some large birds prey upon small birds and animals.	Some large owls prey upon small birds and animals.						neutral
999	999	999	crowd:upward_monotone:conjunction					Some large birds hunt and prey upon small birds and animals.	Some large birds prey upon small birds and animals.						entailment
1000	1000	1000	crowd:upward_monotone:conjunction					Some large birds prey upon small birds and animals.	Some large birds hunt and prey upon small birds and animals.						neutral
1001	1001	1001	crowd:upward_monotone					I think that most young people prefer to listen to rock music.	I think that most young people prefer to listen to rock music from 60s.						neutral
