Pair_id	SentenceA	SentenceB	SICK_original_label	corrected_label
4008	A man is recklessly climbing a rope	A man is climbing up a rope	AeBBnA	AeBBnA
4012	The woman is picking up a kangaroo that is little	The woman is picking up a baby kangaroo	AeBBnA	AnBBnA
4013	The woman is picking up a baby kangaroo	The woman is not picking up a baby kangaroo	AcBBcA	AcBBcA
4015	The lady is picking up the kangaroo	The woman is picking up the kangaroo	AeBBeA	AeBBnA
4018	The woman is picking up a baby kangaroo	The lady is picking up the kangaroo	AeBBnA	AeBBnA
4021	The woman is picking up a kangaroo that is little	The woman is picking up the kangaroo	AeBBnA	AeBBnA
4024	The woman is picking up a baby kangaroo	The woman is picking up the kangaroo	AeBBnA	AeBBnA
4026	A man is breaking tiles with his hands	A man is repairing tiles with his hands	AcBBnA	AcBBcA
4028	There is no man breaking wooden boards with his hand	A man is breaking wooden boards with his hand	AcBBcA	AcBBcA
4036	A person is riding a jetski in the waves	The person is riding a jetski in the waves	AeBBeA	AeBBeA
4037	A person is riding a jetski in the waves	There is no person riding a jetski in the waves	AcBBcA	AcBBcA
4045	A man is dancing	A person is dancing	AeBBnA	AeBBnA
4047	A man is slowly dancing on the road	A man is dancing on the road	AeBBnA	AeBBnA
4048	There is no man dancing on the road	A man is dancing on the road	AcBBcA	AcBBcA
4049	A man is slowly dancing on the road	A man is dancing	AeBBnA	AeBBnA
4051	A man is dancing on the road	A person is dancing	AeBBnA	AeBBnA
4053	A man is dancing on the road	A man is dancing	AeBBnA	AeBBnA
4054	A dog is running breathlessly on the road	A dog is running on the road	AeBBnA	AeBBnA
4055	A dog is running on the road	There is no dog running on the road	AcBBcA	AcBBcA
4056	A man is running on the road	The man is running on the road	AeBBeA	AeBBeA
4057	There is no man running on the road	A man is running on the road	AcBBcA	AcBBcA
4066	The man is hurling knives at a tree	The man is throwing knives at a tree	AeBBeA	AeBBnA
4076	One man is riding a horse	The man is riding a horse	AeBBeA	AeBBeA
4077	The man is not riding a horse	The man is riding a horse	AcBBcA	AcBBcA
4079	One man is riding a horse	A man is riding a horse	AeBBeA	AeBBeA
4080	A man is riding a horse	The man is not riding a horse	AcBBcA	AcBBcA
4084	The man is riding a horse	A man is riding a horse	AeBBeA	AeBBeA
4086	There is no man drawing a picture	A man is drawing a picture	AcBBcA	AcBBcA
4089	The person is not drawing	The person is drawing	AcBBcA	AcBBcA
4090	Someone is drawing a person	The person is drawing	AeBBnA	AeBBnA
4094	A picture is being drawn by a man	The person is drawing	AeBBnA	AeBBnA
4097	A man is drawing a picture	The person is drawing	AeBBnA	AeBBnA
4098	Someone is beautifully playing the piano	Someone is playing a piano	AeBBnA	AeBBnA
4100	Someone is playing the guitar	Somebody is playing the guitar	AeBBeA	AeBBeA
4110	A man is eating a pizza	There is no man eating a pizza	AcBBcA	AcBBcA
4111	A pizza is being eaten by a man	A man is eating some food	AeBBnA	AeBBnA
4113	A man is eating a pizza	Some food is being eaten by a man	AeBBnA	AeBBnA
4115	A man is eating a pizza	A man is eating some food	AeBBnA	AeBBnA
4117	A cute panda is lying down	A cute panda is not lying down	AcBBcA	AcBBcA
4119	The panda bear is lying on the logs	The panda bear is not lying on the logs	AcBBcA	AcBBcA
4127	A dog is jumping on a trampoline	A dog is bouncing on a trampoline	AeBBeA	AnBBeA
4128	There is no dog bouncing on a trampoline	A dog is bouncing on a trampoline	AcBBcA	AcBBcA
4135	A dog is bouncing on a trampoline	A dog is jumping on a trampoline	AeBBeA	AeBBnA
4136	A man is doing back flips on a trampoline	A man is jumping on a trampoline	AeBBnA	AeBBnA
4137	There is no man doing back flips on a trampoline	A man is doing back flips on a trampoline	AcBBcA	AcBBcA
4138	Several boys are jumping on a trampoline	Several kids are jumping on a trampoline	AeBBnA	AeBBnA
4145	A woman is slicing an onion	A woman is cutting an onion	AeBBeA	AeBBnA
4148	A woman is cutting meat	A woman is not cutting meat	AcBBcA	AcBBcA
4150	A woman is cutting an onion	A woman is not cutting meat	AeBBnA	AnBBnA
4152	A woman is cutting meat	There is no woman cutting an onion	AeBBnA	AnBBnA
4155	A man is playing a wooden flute	There is no man playing a wooden flute	AcBBcA	AcBBcA
4157	There is no man playing the piano	A man is playing the piano	AcBBcA	AcBBcA
4164	The man is erasing the drawing on the board	The woman is erasing the drawing on the board	AcBBnA	AcBBcA
4172	A woman is cutting a vegetable	A woman is slicing a vegetable	AeBBeA	AnBBeA
4173	There is no woman cutting a vegetable	A woman is cutting a vegetable	AcBBcA	AcBBcA
4175	A woman is slicing an eggplant	There is no woman slicing an eggplant	AcBBcA	AcBBcA
4176	An eggplant is being sliced by a woman	A woman is cutting a vegetable	AeBBnA	AeBBnA
4178	A woman is slicing an eggplant	A woman is slicing a vegetable	AeBBnA	AeBBnA
4180	A woman is slicing an eggplant	A woman is cutting a vegetable	AeBBnA	AeBBnA
4181	A dog is eating a doll	A dog is biting a doll	AeBBnA	AeBBnA
4182	There is no dog eating a doll	A dog is eating a doll	AcBBcA	AcBBcA
4184	A dog is playing with a toy	There is no dog playing with a toy	AcBBcA	AcBBcA
4193	A man is dancing	There is no man dancing	AcBBcA	AcBBcA
4194	A man is praying fervently	A man is praying	AeBBnA	AeBBnA
4195	There is no man praying	A man is praying	AcBBcA	AcBBcA
4201	A man is slicing some bread	A man is slicing bread	AeBBeA	AeBBeA
4202	There is no man slicing some bread	A man is slicing some bread	AcBBcA	AcBBcA
4203	A man is cutting a slice of bread	A person is slicing a piece of bread	AeBBnA	AeBBnA
4204	A person is slicing a piece of bread	Nobody is slicing a piece of bread	AcBBcA	AcBBcA
4207	A man is slicing bread	A person is slicing a piece of bread	AeBBnA	AeBBnA
4209	A man is slicing some bread	A person is slicing a piece of bread	AeBBnA	AeBBnA
4211	There is no woman stroking a lemur	A woman is stroking a lemur	AcBBcA	AcBBcA
4212	Someone is scratching the belly of an animal	Someone is stroking the belly of an animal	AeBBnA	AeBBnA
4214	Someone is stroking the belly of an animal	A woman is stroking a lemur	AeBBnA	AnBBnA
4219	A lemur is eating quickly	A lemur is eating	AeBBnA	AeBBnA
4220	A lemur is eating	There is no lemur eating	AcBBcA	AcBBcA
4221	The animal with big eyes is voraciously eating	The animal with big eyes is eating	AeBBnA	AeBBnA
4225	A lemur is eating quickly	The animal with big eyes is eating	AeBBnA	AnBBnA
4230	Two men are talking	Two people are talking	AeBBnA	AeBBnA
4231	Two men are talking	Two women are talking	AnBBnA	AcBBcA
4238	A man is playing a flute	There is no man playing a flute	AcBBcA	AcBBcA
4240	There is no man playing an electronic keyboard	A man is playing an electronic keyboard	AcBBcA	AcBBcA
4247	There is no clown singing	A clown is singing	AcBBcA	AcBBcA
4248	A clown is singing and people are dancing	A costumed performer is singing and people are dancing	AeBBnA	AnBBnA
4254	A clown is singing and people are dancing	A song is being sung by a clown	AeBBnA	AeBBnA
4256	A clown is singing and people are dancing	A clown is singing	AeBBnA	AeBBnA
4259	The girl is spraying the plants with water	The girl is watering the plants	AeBBnA	AeBBnA
4260	The girl is spraying the plants with water	The boy is spraying the plants with water	AnBBnA	AcBBcA
4266	A man is rapidly chopping some mushrooms with a knife	A man is quickly chopping some mushrooms with a knife	AeBBeA	AeBBeA
4267	There is no man rapidly chopping some mushrooms with a knife	A man is rapidly chopping some mushrooms with a knife	AcBBcA	AcBBcA
4268	A person is quickly cutting mushrooms with a knife	A person is quickly chopping mushrooms with a knife	AeBBeA	AnBBeA
4269	A person is not quickly chopping mushrooms with a knife	A person is quickly chopping mushrooms with a knife	AcBBcA	AcBBcA
4272	A man is quickly chopping some mushrooms with a knife	A person is quickly chopping mushrooms with a knife	AeBBnA	AeBBnA
4275	A man and a woman are shaking hands	Two persons are shaking hands	AeBBnA	AeBBnA
4276	A man and a woman are shaking hands	A man and a woman are not shaking hands	AcBBcA	AcBBcA
4278	An old woman is shaking hands with a man	A young woman is shaking hands with a man	AnBBnA	AcBBcA
4279	An woman that is old is shaking hands with a man	A man and a woman are shaking hands	AeBBnA	AeBBnA
4280	A young woman is shaking hands with a man	A man and a woman are shaking hands	AeBBnA	AeBBnA
4281	An old woman is shaking hands with a man	Two persons are shaking hands	AeBBnA	AeBBnA
4283	An old woman is shaking hands with a man	A man and a woman are shaking hands	AeBBnA	AeBBnA
4285	There is no woman chopping up an octopus	A woman is chopping up an octopus	AcBBcA	AcBBcA
4286	The woman is slicing cooked octopus	The woman is cutting cooked octopus	AeBBeA	AeBBnA
4287	The man is cutting cooked octopus	The woman is cutting cooked octopus	AnBBnA	AcBBcA
4288	The woman is slicing cooked octopus	A woman is chopping up an octopus	AeBBnA	AeBBnA
4290	The woman is cutting cooked octopus	A woman is cutting an octopus	AeBBnA	AeBBnA
4292	The woman is cutting cooked octopus	A woman is chopping up an octopus	AeBBnA	AeBBnA
4293	A plane is taking off	An airplane is taking off	AeBBeA	AeBBeA
4295	An airplane is taking off	An aircraft is taking off	AeBBeA	AeBBnA
4296	An airplane is taking off	There is no airplane taking off	AcBBcA	AcBBcA
4297	An aircraft is taking off	A plane is taking off	AeBBeA	AnBBeA
4301	An airplane is taking off	A plane is taking off	AeBBeA	AeBBeA
4302	A man is shooting guns	A man is shooting a weapon	AeBBnA	AeBBnA
4303	A man is shooting guns	There is no man shooting guns	AcBBcA	AcBBcA
4304	A woman is riding a horse	A woman is riding an animal	AeBBnA	AeBBnA
4305	A woman is not riding a horse	A woman is riding a horse	AcBBcA	AcBBcA
4311	A man is cutting a potato	A man is slicing a potato	AeBBeA	AnBBeA
4312	A man is cutting a potato	There is no man cutting a potato	AcBBcA	AcBBcA
4313	A woman is slicing a tomato	A woman is cutting a tomato	AeBBeA	AeBBnA
4314	A woman is cutting a tomato	A man is cutting a tomato	AnBBnA	AcBBcA
4320	A man is making a sketch	A man is drawing	AeBBnA	AeBBnA
4321	A man is drawing	There is no man drawing	AcBBcA	AcBBcA
4324	The man is drawing	The man is not drawing	AcBBcA	AcBBcA
4326	The man is painting	A man is drawing	AeBBnA	AnBBnA
4327	The man is not drawing	A man is drawing	AcBBcA	AcBBcA
4330	The man is drawing	There is no man drawing	AcBBcA	AcBBcA
4332	A man is drawing	The man is drawing	AeBBeA	AeBBeA
4333	A woman is picking a can	A woman is taking a can	AeBBnA	AnBBnA
4334	A man is picking a can	A woman is picking a can	AnBBnA	AcBBcA
4342	A man is eating a banana	A man is eating a fruit	AeBBnA	AeBBnA
4343	A man is eating a banana	There is no man eating a banana	AcBBcA	AcBBcA
4351	A dog is barking noisily	A dog is barking	AeBBnA	AeBBnA
4352	There is no dog barking	A dog is barking	AcBBcA	AcBBcA
4353	A jet is flying	A plane is flying	AeBBnA	AeBBnA
4354	A jet is not flying	A jet is flying	AcBBcA	AcBBcA
4360	A man is cutting a note	A man is cutting a paper	AeBBnA	AeBBnA
4361	A man is cutting a paper	There is no man cutting a paper	AcBBcA	AcBBcA
4364	A person is not tearing paper	A person is tearing paper	AcBBcA	AcBBcA
4372	A man is not playing a guitar	A man is playing a guitar	AcBBcA	AcBBcA
4382	A man is tying a shoe	A man is tying the shoe	AeBBeA	AeBBeA
4383	There is no man tying a shoe	A man is tying a shoe	AcBBcA	AcBBcA
4387	A man is untying a shoe	A man is tying a shoe	AnBBcA	AcBBcA
4390	A guy is not riding a horse	A guy is riding a horse	AcBBcA	AcBBcA
4391	A man is riding a horse in the desert	A man is riding a horse in a sandy land	AeBBnA	AeBBnA
4393	A man is riding a horse in a sandy land	A guy is riding a horse	AeBBnA	AeBBnA
4394	A man is riding a horse on the beach	A guy is riding a horse	AeBBnA	AeBBnA
4395	A man is riding a horse in the desert	A horse is being ridden by a guy	AeBBnA	AeBBnA
4397	A man is riding a horse in the desert	A guy is riding a horse	AeBBnA	AeBBnA
4399	There is no man cutting a paper plate	A man is cutting a paper plate	AcBBcA	AcBBcA
4401	The man is not cutting a paper plate	The man is cutting a paper plate	AcBBcA	AcBBcA
4403	A man is cutting a paper plate	The man is not cutting a paper plate	AcBBcA	AcBBcA
4405	There is no man cutting a paper plate	The man is cutting a paper plate	AcBBcA	AcBBcA
4406	A man is cutting a paper plate	The man is cutting a paper plate	AeBBeA	AeBBeA
4408	Two men are competing in a tire rolling race	Two women are competing in a tire rolling race	AnBBnA	AcBBcA
4409	Two men in a race are flipping the tires of a tractor	Two people in a race are flipping the tires of a tractor	AeBBnA	AeBBnA
4413	Two people in a race are flipping the tires of a tractor	Two men are racing in a tire rolling competition	AeBBnA	AnBBnA
4417	There is no man patting an alligator on the mouth	A man is patting an alligator on the mouth	AcBBcA	AcBBcA
4426	The men are not talking	The men are talking	AcBBcA	AcBBcA
4427	Some old women are talking	Some women are talking	AeBBnA	AeBBnA
4428	Some women are talking	Some women are not talking	AcBBnA	AcBBcA
4436	A woman is putting on lipstick	A woman is putting on makeup	AeBBnA	AeBBnA
4437	A woman is putting on lipstick	There is no woman putting on lipstick	AcBBcA	AcBBcA
4443	A man is singing to a girl	A man is singing to a woman	AnBBnA	AeBBnA
4444	There is no man singing to a woman	A man is singing to a woman	AcBBcA	AcBBcA
4445	A man is phoning	A man is talking on the phone	AeBBnA	AnBBnA
4446	A man is talking on the phone	A man is not talking on the phone	AcBBcA	AcBBcA
4452	A rhino is grazing in a field	A animal is grazing in a field	AeBBnA	AeBBnA
4453	A rhino is grazing in a field	There is no rhino grazing in a field	AcBBcA	AcBBcA
4454	The rhino is grazing on the grass	The rhino is being fed on the grass	AeBBnA	AnBBnA
4455	The rhino is grazing on the grass	The rhino is not grazing on the grass	AcBBcA	AcBBcA
4458	The rhino is grazing on the grass	A animal is grazing in a field	AeBBnA	AeBBnA
4460	A rhino is grazing in a field	The rhino is grazing on the grass	AeBBnA	AeBBnA
4461	A couple is running towards the ocean	A couple is running towards the water	AeBBnA	AeBBnA
4462	There is no couple running towards the ocean	A couple is running towards the ocean	AcBBcA	AcBBcA
4463	A man and a woman are running together and holding hands	A couple is running and holding hands	AeBBnA	AeBBnA
4469	A man and a woman are running together and holding hands	A couple is running towards the ocean	AeBBnA	AnBBnA
4470	A man is kicking a soccer ball	A man is kicking a ball	AeBBnA	AeBBnA
4473	A man is mixing the content of a bowl	A woman is mixing the content of a bowl	AnBBnA	AcBBcA
4479	The boy is playing the piano	The boy is playing a musical instrument	AeBBnA	AeBBnA
4480	The boy is playing the piano	The boy is not playing the piano	AcBBcA	AcBBcA
