index	task	verb	sentence	neg_sentence	complement	turker_pos_ratings	turker_neg_ratings	bert_pos_entailment_prob	bert_pos_contradiction_prob	bert_pos_neutral_prob	bert_neg_entailment_prob	bert_neg_contradiction_prob	bert_neg_neutral_prob	signature
541	to	forget	They forgot to schedule their next meeting before they parted. 	They did not forget to schedule their next meeting before they parted. 	They scheduled their next meeting before they parted.	-2.0,-2.0,0.0	0.0,2.0,2.0	0.0006731227000000001	0.99851054	0.00081632164	0.9983814	0.00062114885	0.0009975088	-/+
542	to	strive	Oregon's 16 Legal Aid offices strive to provide civil legal services for the state's lowincome population.	Oregon's 16 Legal Aid offices do not strive to provide civil legal services for the state's lowincome population.	Oregon's 16 legal aid offices provide civil legal services for the state's lowincome population.	1.0,2.0,2.0	-1.0,-1.0,0.0	0.9980951	0.00046611577	0.0014386787	0.0004819362400000001	0.99845207	0.0010659568	o/o
543	to	strive	Altogether there were 130 lawyers striving to serve 550,000 vulnerable and less fortunate individuals in the state.	Altogether there were 130 lawyers not striving to serve 550,000 vulnerable and less fortunate individuals in the state.	Altogether there were 130 lawyers serving 550,000 vulnerable and less fortunate individuals in the state.	-1.0,0.0,2.0	-2.0,-2.0,-1.0	0.9983543	0.00059500744	0.0010506953999999998	0.8663506999999999	0.12666903	0.0069802976	o/o
544	to	strive	All feature a blend of ancient and modern, of dignity and fun, and strive to make the visitor feel welcome and treasured.	All feature a blend of ancient and modern, of dignity and fun, and do not strive to make the visitor feel welcome and treasured.	All feature a blend of ancient and modern, of dignity and fun, and make the visitor feel welcome and treasured.	1.0,1.0,2.0	-2.0,-1.0,-1.0	0.99822456	0.00029755817000000004	0.0014778865	0.005162373	0.9934134	0.0014243356	o/o
545	to	strive	Drew concentrated on the business at hand, striving to forget the crowd opening up to let him through, shouting encouragement or disparagement.	Drew concentrated on the business at hand, not striving to forget the crowd opening up to let him through, shouting encouragement or disparagement.	Drew concentrated on the business at hand, forgetting the crowd opening up to let him through, shouting encouragement or disparagement.	1.0,1.0,2.0	-1.0,0.0,0.0	0.99835	0.00094989315	0.0007001263999999999	0.00078270683	0.9985024	0.0007148805	o/o
546	to	strive	Therefore, commercial companies strive to firm the design as early in the process as possible when it is significantly cheaper to make changes.	Therefore, commercial companies do not strive to firm the design as early in the process as possible when it is significantly cheaper to make changes.	Therefore, commercial companies firm the design as early in the process as possible when it is significantly cheaper to make changes.	0.0,1.0,2.0	-2.0,-2.0,-1.0	0.9982691	0.00044462405	0.0012863099	0.00015649162	0.99955994	0.00028362026	o/o
547	to	strive	We also have found that leading organizations strive to ensure that their core processes efficiently and effectively support mission-related outcomes.	We also have found that leading organizations do not strive to ensure that their core processes efficiently and effectively support mission-related outcomes.	We also have found that leading organizations ensure that their core processes efficiently and effectively support mission-related outcomes.	-1.0,1.0,1.0	-2.0,-1.0,0.0	0.9982054	0.00023676913	0.0015577207	0.00015256168	0.9995813	0.00026622968	o/o
548	to	forget	I had forgotten to tell them it would be. 	I had not forgotten to tell them it would be. 	I had told them it would be.	-2.0,-2.0,-1.0	-2.0,1.0,1.0	0.00018524706	0.99950147	0.00031320658	0.99672574	0.00064338394	0.0026308554	-/+
549	to	forget	The auction forgot to include the licenses.	The auction did not forget to include the licenses.	The auction included the licenses.	-2.0,-1.0,0.0	2.0,2.0,2.0	0.00027180987	0.9993334	0.00039481977	0.9987381	0.00026409907000000005	0.0009977808	-/+
550	to	forget	They forgot to publish a notice of proposed rulemaking.	They did not forget to publish a notice of proposed rulemaking.	They published a notice of proposed rulemaking.	-2.0,-2.0,-2.0	2.0,2.0,2.0	0.0003837227	0.9991468	0.00046942654	0.99868613	0.00024905434	0.0010647713	-/+
551	to	forget	They forgot to collect the data so the reports were rejected.	They did not forget to collect the data so the reports were rejected.	They collected the data so the reports were rejected.	-2.0,-2.0,-1.0	-1.0,2.0,2.0	0.00029525647	0.999278	0.00042669987	0.9984163	0.0008826992	0.00070104306	-/+
552	to	forget	The FCC forgot to prepare an Initial Regulatory Flexibility Analysis.	The FCC did not forget to prepare an Initial Regulatory Flexibility Analysis.	The fcc prepared an initial regulatory flexibility analysis.	-2.0,-2.0,-2.0	1.0,2.0,2.0	0.0021622356	0.9965359	0.0013019248	0.99849105	0.0003623068	0.0011466382	-/+
553	to	turn	I turned to look behind me.	I did not turn to look behind me.	I looked behind me.	2.0,2.0,2.0	-2.0,-2.0,-1.0	0.9982528	0.00040356172	0.0013436378	0.0065184	0.99199617	0.001485497	o/o
554	to	forget	Before it began he had forgotten to tell people to avoid the cameras.	Before it began he had not forgotten to tell people to avoid the cameras.	Before it began he had told people to avoid the cameras.	-2.0,-2.0,0.0	-2.0,1.0,1.0	0.00028821375	0.9992318	0.0004799113	0.99835587	0.0009069817	0.0007371412400000001	-/+
555	to	forget	They forgot to post the results to the Florida legal services website. 	They did not forget to post the results to the Florida legal services website. 	They posted the results to the florida legal services website.	-2.0,-1.0,-1.0	1.0,2.0,2.0	0.00020925434	0.99951077	0.00028005955	0.9988776	0.0003399353	0.0007824549	-/+
556	to	forget	Most visitors forget to stop and see the stone panels of birds and flowers.	Most visitors do not forget to stop and see the stone panels of birds and flowers.	Most visitors stop and see the stone panels of birds and flowers.	-2.0,-1.0,0.0	1.0,2.0,2.0	0.0030290652	0.99516886	0.0018020407	0.99740845	0.0007155562	0.0018760419	-/+
557	to	learn	Many islanders have learned to regard the latest occupations with a sense of dry humor.	Many islanders have not learned to regard the latest occupations with a sense of dry humor.	Many islanders have regarded the latest occupations with a sense of dry humor.	1.0,1.0,1.0	-1.0,0.0,0.0	0.99881077	0.00017777532	0.001011506	0.65299875	0.29999337	0.047007974	+/-
558	to	forget	In 1023 b.c. the chief of tribes disagreed about a king and ended up starting a war, forgetting to elect a king.	In 1023 b.c. the chief of tribes disagreed about a king and ended up starting a war, not forgetting to elect a king.	In 1023 b.c. the chief of tribes disagreed about a king and ended up starting a war, electing a king.	-1.0,-1.0,0.0	0.0,1.0,2.0	0.9155597	0.08208536	0.0023549953	0.99848527	0.0007763956	0.0007383302400000001	-/+
559	to	learn	Being at WBRC learning to cope with the disability was a major feat for Miyares.	Being at WBRC not learning to cope with the disability was a major feat for Miyares.	Being at wbrc coping with the disability was a major feat for miyares.	1.0,1.0,2.0	-1.0,1.0,2.0	0.9987211	0.00019985452	0.0010789611	0.9968252	0.0014201551999999998	0.0017546760999999998	+/-
560	to	learn	Americans showed little to no interest in learning to be financially literate.	Americans showed little to no interest in not learning to be financially literate.	Americans showed little to no interest in being financially literate.	-1.0,1.0,2.0	0.0,1.0,1.0	0.9987374	0.00033360484	0.0009290668	0.9987123	0.0004433288	0.000844355	+/-
561	to	forget	I forgot to mention to you that when the soldiers came to my house, the guerrillas were there, the guerrillas left and went back.	I did not forget to mention to you that when the soldiers came to my house, the guerrillas were there, the guerrillas left and went back.	I mentioned to you that when the soldiers came to my house, the guerrillas were there, the guerrillas left and went back.	-2.0,-2.0,-1.0	1.0,2.0,2.0	0.01576728	0.9831562	0.0010764753999999998	0.998464	0.0007397793	0.0007962463400000001	-/+
562	to	forget	By the way, I forgot to tell you of a queer thing that happened this morning. And she narrated her encounter with Sir James Peel Edgerton.	By the way, I did not forget to tell you of a queer thing that happened this morning. And she narrated her encounter with Sir James Peel Edgerton.	By the way, i told you of a queer thing that happened this morning .'' and she narrated her encounter with sir james peel edgerton.	-2.0,-2.0,2.0	1.0,2.0,2.0	0.0013445801999999998	0.99786633	0.0007891013	0.99817336	0.00051639177	0.001310236	-/+
563	to	learn	They dueled with rapiers and daggers, learning to accept a disarm for the gun.	They dueled with rapiers and daggers, not learning to accept a disarm for the gun.	They dueled with rapiers and daggers, accepting a disarm for the gun.	0.0,2.0,2.0	-2.0,-1.0,0.0	0.9987123	0.00056670123	0.0007210512	0.008386857	0.98994124	0.0016719678	+/-
564	to	learn	Did you say you were four when you learned to ride a bike?	Did you say you were four when you did not learn to ride a bike?	Did you say you were four when you rode a bike.	1.0,1.0,2.0	-2.0,-2.0,-1.0	0.99748474	0.0005645277999999999	0.0019507352	0.6698566999999999	0.22264825	0.10749494	+/-
565	to	strive	American Pie strives to out-gross-out its predecessors and does so handily.	American Pie does not strive to out-gross-out its predecessors and does so handily.	American pie out-gross-outs its predecessors and does so handily.	0.0,1.0,2.0	-2.0,-2.0,2.0	0.99825674	0.00045928537	0.0012840152	0.0016776684	0.9964097	0.0019126292	o/o
566	to	turn	So he turned to face Muller.	So he did not turn to face Muller.	So he faced muller.	1.0,1.0,2.0	-2.0,-2.0,-2.0	0.9973363	0.0014692559	0.0011943714	0.00016905372	0.9995639	0.00026707796	o/o
567	to	learn	The people farmed until they learned to use metals.	The people farmed until they did not learn to use metals.	The people farmed until they used metals.	1.0,1.0,1.0	-2.0,-1.0,0.0	0.99849355	0.00054715126	0.0009593195	0.010093534	0.9871772	0.0027292238	+/-
568	to	promise	He pointed out his house and I promised to go on a date with him. 	He pointed out his house and I did not promise to go on a date with him. 	He pointed out his house and i went on a date with him.	0.0,0.0,1.0	-1.0,0.0,0.0	0.9980344	0.0006223657	0.0013432188	0.0002220537	0.99936944	0.00040850198	o/o
569	to	ask	I was approached after breakfast by Dorcas, who asked to speak to me privately.	I was approached after breakfast by Dorcas, who did not ask to speak to me privately.	I was approached after breakfast by dorcas, who spoke to me privately.	0.0,1.0,1.0	-1.0,-1.0,-1.0	0.99871695	0.0005340122	0.00074904703	0.00072044	0.99844366	0.0008359173700000001	o/o
570	to	threaten	Suddenly, Boris moved forward, and threatened to hit Tommy in the face.	Suddenly, Boris moved forward, and did not threaten to hit Tommy in the face.	Suddenly, boris moved forward, and hit tommy in the face.	-2.0,0.0,0.0	-2.0,-1.0,0.0	0.99768317	0.0014020834	0.00091473944	0.0001713825	0.99956244	0.0002662044	o/o
571	to	threaten	His mind threatened to blank out with each step, but he forced himself on.	His mind did not threaten to blank out with each step, but he forced himself on.	His mind blanked out with each step, but he forced himself on.	-1.0,0.0,1.0	-2.0,-2.0,-2.0	0.99843997	0.0008813178	0.0006786977	0.009955267	0.9866524	0.0033923667	o/o
572	to	threaten	The government people supervising the city threatened to kill the mobsters. 	The government people supervising the city did not threaten to kill the mobsters. 	The government people supervising the city killed the mobsters.	-2.0,0.0,0.0	-1.0,-1.0,-1.0	0.005348782	0.98439115	0.01026011	0.000114534094	0.999585	0.00030054114	o/o
573	to	ask	And asked to consider what's worse or more harmful.	And did not ask to consider what's worse or more harmful.	And considered what's worse or more harmful.	1.0,1.0,1.0	-1.0,-1.0,0.0	0.99866486	0.0004210954	0.0009141065	0.00022213592	0.9994685	0.00030941068	o/o
574	to	threaten	Jones' lawyers went on several TV shows, threatening to raise further allegations in court.	Jones' lawyers went on several TV shows, not threatening to raise further allegations in court.	Jones' lawyers went on several tv shows, raising further allegations in court.	-1.0,0.0,0.0	-2.0,-1.0,-1.0	0.99844676	0.00039483313	0.0011584122	0.00053839624	0.9989605	0.0005011307700000001	o/o
575	to	threaten	And Israel has threatened to send troops into PA-controlled cities and crack down on Hamas itself.	And Israel has not threatened to send troops into PA-controlled cities and crack down on Hamas itself.	And israel has sent troops into pa-controlled cities and crack down on hamas itself.	0.0,0.0,0.0	-1.0,0.0,0.0	0.04704298	0.9495354	0.003421644	0.0005870086599999999	0.9982172	0.0011958187	o/o
576	to	threaten	Helms, who just two years ago threatened to end all U.N. funding, was charmed when Annan called on him last year.	Helms, who just two years ago did not threaten to end all U.N. funding, was charmed when Annan called on him last year.	Helms, who just two years ago ended all u.n. funding, was charmed when annan called on him last year.	0.0,0.0,2.0	-2.0,-1.0,1.0	0.99807715	0.0009855744	0.0009372284	0.002437007	0.99609476	0.0014682660999999998	o/o
577	to	promise	Girl Scouts promise to serve their own respective gods. 	Girl Scouts do not promise to serve their own respective gods. 	Girl scouts serve their own respective gods.	0.0,0.0,1.0	-1.0,0.0,0.0	0.995114	0.0008843277499999998	0.0040016384	0.008111756999999999	0.98702997	0.0048582040000000005	o/o
