	filename	determiner	monotonicity	gold_label	replace_target	replace_source	replace_mode	ori_sentence	new_sentence
846	silver/p07/d2844	and	conjunction	entailment				My room faces south , which makes it sunny and very comfortable .	My room faces south , which makes it sunny
847	silver/p07/d2844	and	conjunction	neutral				My room faces south , which makes it sunny	My room faces south , which makes it sunny and very comfortable .
848	silver/p07/d3000	and	conjunction	entailment				Tom closed his briefcase and handed it to Mary .	Tom closed his briefcase
849	silver/p07/d3000	and	conjunction	neutral				Tom closed his briefcase	Tom closed his briefcase and handed it to Mary .
850	silver/p07/d3004	and	conjunction	entailment				He told me that women play chess and tennis well .	He told me that women play chess
851	silver/p07/d3004	and	conjunction	neutral				He told me that women play chess	He told me that women play chess and tennis well .
852	silver/p07/d3218	and	conjunction	entailment				There is an air service between Tokyo and Moscow .	There is an air service between Tokyo
853	silver/p07/d3218	and	conjunction	neutral				There is an air service between Tokyo	There is an air service between Tokyo and Moscow .
854	silver/p07/d3237	and	conjunction	neutral				Do n't believe him . He lies left and right !	Do n't believe him . He lies left
855	silver/p07/d3237	and	conjunction	entailment				Do n't believe him . He lies left	Do n't believe him . He lies left and right !
856	silver/p07/d3252	and	conjunction	entailment				Every plant needs water and light .	Every plant needs water
857	silver/p07/d3252	and	conjunction	neutral				Every plant needs water	Every plant needs water and light .
858	silver/p07/d3343	and	conjunction	entailment				""" Tom and Mary are planning to get divorced . """	""" Tom"
859	silver/p07/d3343	and	conjunction	neutral				""" Tom"	""" Tom and Mary are planning to get divorced . """
860	silver/p07/d3467	and	conjunction	entailment				In the wagon were a few tools and some extra guns .	In the wagon were a few tools
861	silver/p07/d3467	and	conjunction	neutral				In the wagon were a few tools	In the wagon were a few tools and some extra guns .
862	silver/p08/d0717	and	conjunction	entailment				The Shoemaker-Levy comet was discovered by Shoemaker , his wife , Carolyn , and an astronomer David~H.~Levy .	The Shoemaker-Levy comet was discovered by Shoemaker , his wife , Carolyn ,
863	silver/p08/d0717	and	conjunction	neutral				The Shoemaker-Levy comet was discovered by Shoemaker , his wife , Carolyn ,	The Shoemaker-Levy comet was discovered by Shoemaker , his wife , Carolyn , and an astronomer David~H.~Levy .
864	silver/p08/d0753	and	conjunction	entailment				Centre-left voters in Italy have chosen Romano Prodi as the candidate who will challenge Prime~Minister Silvio Berlusconi in next year 's election . The former European~Commission president and Italian PM won 73.5 % of votes , according to partial results of primaries .	Centre-left voters in Italy have chosen Romano Prodi as the candidate who will challenge Prime~Minister Silvio Berlusconi in next year 's election . The former European~Commission president
865	silver/p08/d0753	and	conjunction	neutral				Centre-left voters in Italy have chosen Romano Prodi as the candidate who will challenge Prime~Minister Silvio Berlusconi in next year 's election . The former European~Commission president	Centre-left voters in Italy have chosen Romano Prodi as the candidate who will challenge Prime~Minister Silvio Berlusconi in next year 's election . The former European~Commission president and Italian PM won 73.5 % of votes , according to partial results of primaries .
866	silver/p08/d0754	and	conjunction	entailment				Climate change is with us . A decade ago , it was conjecture . Now the future is unfolding before our eyes . Canada 's Inuit see it in disappearing Arctic ice and permafrost .	Climate change is with us . A decade ago , it was conjecture . Now the future is unfolding before our eyes . Canada 's Inuit see it in disappearing Arctic ice
867	silver/p08/d0754	and	conjunction	neutral				Climate change is with us . A decade ago , it was conjecture . Now the future is unfolding before our eyes . Canada 's Inuit see it in disappearing Arctic ice	Climate change is with us . A decade ago , it was conjecture . Now the future is unfolding before our eyes . Canada 's Inuit see it in disappearing Arctic ice and permafrost .
868	silver/p08/d0759	and	conjunction	entailment				"Mr Lopez Obrador was "" sworn in "" by Senator Rosario Ibarra , a human rights activist and member of his party , who placed a red , green and white presidential sash across his shoulders ."	"Mr Lopez Obrador was "" sworn in "" by Senator Rosario Ibarra , a human rights activist"
869	silver/p08/d0759	and	conjunction	neutral				"Mr Lopez Obrador was "" sworn in "" by Senator Rosario Ibarra , a human rights activist"	"Mr Lopez Obrador was "" sworn in "" by Senator Rosario Ibarra , a human rights activist and member of his party , who placed a red , green and white presidential sash across his shoulders ."
870	silver/p08/d0802	and	conjunction	entailment				Find mutual interests , and you will get along with each~other .	Find mutual interests ,
871	silver/p08/d0802	and	conjunction	neutral				Find mutual interests ,	Find mutual interests , and you will get along with each~other .
872	silver/p08/d0886	and	conjunction	entailment				The bridge between Denmark and Sweden is almost five miles long .	The bridge between Denmark
873	silver/p08/d0886	and	conjunction	neutral				The bridge between Denmark	The bridge between Denmark and Sweden is almost five miles long .
874	silver/p08/d0909	and	conjunction	entailment				In the beginning God created Heaven and Earth .	In the beginning God created Heaven
875	silver/p08/d0909	and	conjunction	neutral				In the beginning God created Heaven	In the beginning God created Heaven and Earth .
876	silver/p08/d0912	and	conjunction	entailment				Open your heart and tell me everything .	Open your heart
877	silver/p08/d0912	and	conjunction	neutral				Open your heart	Open your heart and tell me everything .
878	silver/p08/d1638	and	conjunction	neutral				Tom 's parents do n't want Tom and Mary to live together until after they are married .	Tom 's parents do n't want Tom
879	silver/p08/d1638	and	conjunction	entailment				Tom 's parents do n't want Tom	Tom 's parents do n't want Tom and Mary to live together until after they are married .
880	silver/p08/d1669	and	conjunction	entailment				There is violence and chaos in the streets .	There is violence
881	silver/p08/d1669	and	conjunction	neutral				There is violence	There is violence and chaos in the streets .
882	silver/p08/d1741	and	conjunction	entailment				I took off my hat and entered the church .	I took off my hat
883	silver/p08/d1741	and	conjunction	neutral				I took off my hat	I took off my hat and entered the church .
884	silver/p08/d2043	and	conjunction	entailment				I have two sisters and one brother .	I have two sisters
885	silver/p08/d2043	and	conjunction	neutral				I have two sisters	I have two sisters and one brother .
886	silver/p08/d2177	and	conjunction	neutral				Nothing is as dangerous to you as flattery . You know that she 's lying and yet you believe her .	Nothing is as dangerous to you as flattery . You know that she 's lying
887	silver/p08/d2177	and	conjunction	entailment				Nothing is as dangerous to you as flattery . You know that she 's lying	Nothing is as dangerous to you as flattery . You know that she 's lying and yet you believe her .
888	silver/p08/d2193	and	conjunction	neutral				The policeman did not believe my story , and I thought it was no good arguing with him .	The policeman did not believe my story ,
889	silver/p08/d2193	and	conjunction	entailment				The policeman did not believe my story ,	The policeman did not believe my story , and I thought it was no good arguing with him .
890	silver/p08/d2218	and	conjunction	entailment				Tom picked up the glass of juice and took a sip .	Tom picked up the glass of juice
891	silver/p08/d2218	and	conjunction	neutral				Tom picked up the glass of juice	Tom picked up the glass of juice and took a sip .
892	silver/p08/d2336	and	conjunction	entailment				Everyone formed couples and began dancing .	Everyone formed couples
893	silver/p08/d2336	and	conjunction	neutral				Everyone formed couples	Everyone formed couples and began dancing .
894	silver/p08/d2344	and	conjunction	entailment				Prejudices die a slow death , and you can never be sure they are really dead .	Prejudices die a slow death ,
895	silver/p08/d2344	and	conjunction	neutral				Prejudices die a slow death ,	Prejudices die a slow death , and you can never be sure they are really dead .
896	silver/p08/d2435	and	conjunction	entailment				The English~Channel separates England and France .	The English~Channel separates England
897	silver/p08/d2435	and	conjunction	neutral				The English~Channel separates England	The English~Channel separates England and France .
898	silver/p08/d2467	and	conjunction	entailment				If you mix blue and red , you 'll get purple .	If you mix blue
